date,science orbit efficiency,rolling mean science orbit efficiency,rolling median science orbit efficiency,total observation time,overall efficiency
2020-12-14 00:00:00.000,86.90,87.52,90.10,70.7,81.40
2020-12-21 00:00:00.000,91.10,87.53,90.10,71.8,78.80
2020-12-28 00:00:00.000,87.20,87.44,89.80,71.0,81.40
2021-01-11 00:00:00.000,83.00,87.29,89.70,69.9,84.20
2021-01-18 00:00:00.000,89.80,87.32,89.80,73.2,81.50
2021-01-25 00:00:00.000,81.80,87.10,89.70,64.9,79.30
2021-02-01 00:00:00.000,86.40,87.04,89.70,68.8,79.60
2021-02-08 00:00:00.000,89.00,87.05,89.70,76.0,85.40
2021-02-15 00:00:00.000,90.80,87.04,89.70,72.5,79.90
2021-02-17 00:00:00.000,82.80,86.90,89.60,67.3,81.30
2021-02-22 00:00:00.000,85.60,86.83,89.60,68.2,79.70
2021-03-01 00:00:00.000,86.40,86.69,89.40,73.8,85.30
2021-03-08 00:00:00.000,89.70,86.66,89.40,71.9,80.10
2021-03-09 00:00:00.000,84.70,86.57,89.20,71.0,83.90
2021-03-15 00:00:00.000,88.00,86.49,89.00,72.1,81.90
2021-03-22 00:00:00.000,91.90,86.57,89.20,72.9,79.40
2021-03-29 00:00:00.000,87.50,86.57,89.20,67.1,76.60
2021-04-05 00:00:00.000,88.00,86.45,89.00,74.5,84.60
2021-04-12 00:00:00.000,83.40,86.39,89.00,67.1,80.50
2021-04-26 00:00:00.000,85.10,86.26,89.00,71.8,84.30
2021-04-19 00:00:00.000,91.00,86.24,89.00,74.4,81.70
2021-05-03 00:00:00.000,90.30,86.23,89.00,73.0,80.80
2021-05-05 00:00:00.000,88.00,86.76,89.00,71.1,80.80
2021-05-10 00:00:00.000,90.30,86.81,89.00,71.0,78.60
2021-05-17 00:00:00.000,85.30,86.65,89.00,72.7,85.30
2021-05-24 00:00:00.000,92.00,86.68,89.00,73.2,79.50
2021-05-31 00:00:00.000,92.60,86.75,89.00,75.1,81.10
2021-06-07 00:00:00.000,89.00,86.68,89.00,77.8,87.40
2021-06-14 00:00:00.000,85.20,86.69,89.00,69.6,81.80
2021-06-21 00:00:00.000,87.70,86.78,89.00,71.7,81.70
2021-06-28 00:00:00.000,90.50,86.74,89.00,79.0,87.30
2021-07-05 00:00:00.000,89.50,86.70,89.00,72.9,81.50
2021-07-08 00:00:00.000,90.60,86.65,89.00,72.2,79.70
2021-07-12 00:00:00.000,89.90,86.71,89.00,78.6,87.40
2021-07-19 00:00:00.000,92.20,86.71,89.00,78.4,85.00
2021-07-26 00:00:00.000,91.90,86.69,89.00,75.9,82.60
2021-07-29 00:00:00.000,84.40,88.28,89.00,65.5,77.60
2021-08-02 00:00:00.000,91.70,88.26,89.00,81.9,89.30
2021-08-09 00:00:00.000,88.60,88.25,89.00,73.0,82.40
2021-08-16 00:00:00.000,90.00,88.24,89.00,71.6,79.60
2021-08-23 00:00:00.000,92.00,88.23,89.00,79.1,86.00
2021-08-30 00:00:00.000,87.70,88.22,89.00,70.5,80.40
2021-09-02 00:00:00.000,88.60,88.21,88.60,75.2,84.90
2021-09-06 00:00:00.000,85.10,88.30,88.60,67.4,79.20
2021-09-13 00:00:00.000,91.80,88.30,88.60,78.7,85.80
2021-09-20 00:00:00.000,91.00,88.40,89.00,71.7,78.70
2021-09-20 00:00:00.000,85.60,88.32,88.60,71.7,83.80
2021-09-27 00:00:00.000,91.10,88.41,89.00,76.8,84.40
2021-10-04 00:00:00.000,81.00,88.24,88.60,65.6,81.00
2021-10-11 00:00:00.000,87.30,88.20,88.60,67.8,77.70
2021-10-15 00:00:00.000,77.10,88.04,88.60,65.2,84.60
2021-10-18 00:00:00.000,92.10,88.12,88.60,77.2,83.80
2021-10-25 00:00:00.000,92.10,88.16,88.60,74.8,81.20
2021-10-25 00:00:00.000,90.10,88.22,89.00,77.3,85.80
2021-10-28 00:00:00.000,90.50,88.21,89.00,75.5,83.50
2021-10-30 00:00:00.000,85.50,88.17,89.00,70.8,82.80
2021-11-08 00:00:00.000,88.70,88.28,89.00,72.5,81.80
2021-11-15 00:00:00.000,90.60,88.30,89.00,74.9,82.70
2021-11-22 00:00:00.000,89.30,88.44,89.00,71.0,79.60
2021-11-29 00:00:00.000,89.70,88.50,89.30,74.3,82.90
2021-12-06 00:00:00.000,89.20,88.50,89.30,73.7,82.60
2021-12-13 00:00:00.000,89.30,88.48,89.30,70.5,79.00
2021-12-20 00:00:00.000,84.50,88.51,89.30,71.2,84.30
2021-12-27 00:00:00.000,84.10,88.48,89.30,68.8,81.80
2021-12-30 00:00:00.000,83.50,88.42,89.30,70.0,83.80
2022-01-10 00:00:00.000,89.40,88.42,89.30,73.3,82.10
2022-01-17 00:00:00.000,86.50,88.45,89.30,70.9,81.90
2022-01-18 00:00:00.000,78.10,88.27,89.30,66.0,84.50
2022-01-24 00:00:00.000,84.40,88.12,89.20,70.8,83.90
2022-01-31 00:00:00.000,86.90,88.11,89.20,72.4,83.30
2022-02-07 00:00:00.000,87.30,88.10,89.20,72.1,82.60
2022-02-14 00:00:00.000,87.70,88.18,89.20,73.5,83.90
2022-02-21 00:00:00.000,85.30,88.18,89.20,70.4,82.60
2022-02-28 00:00:00.000,85.80,88.09,89.00,69.8,81.30
2022-03-07 00:00:00.000,82.00,87.93,88.70,67.7,82.50
2022-03-11 00:00:00.000,77.70,87.74,88.70,71.8,92.40
2022-03-14 00:00:00.000,88.00,87.69,88.60,70.9,80.50
2022-03-21 00:00:00.000,89.80,87.78,88.70,71.1,79.20
2022-03-28 00:00:00.000,86.50,87.67,88.60,72.8,84.10
2022-04-03 00:00:00.000,71.10,87.27,88.60,63.1,88.70
2022-04-11 00:00:00.000,87.20,87.23,88.00,71.2,81.60
2022-04-18 00:00:00.000,87.70,87.28,88.00,73.9,84.30
2022-04-25 00:00:00.000,84.10,87.21,88.00,68.1,81.00
2022-05-02 00:00:00.000,89.00,87.18,88.00,74.4,83.60
2022-05-09 00:00:00.000,86.90,87.14,87.70,71.8,82.70
2022-05-16 00:00:00.000,87.00,87.07,87.70,72.3,83.00
2022-05-23 00:00:00.000,86.20,87.00,87.70,69.9,81.10
2022-05-30 00:00:00.000,86.90,86.90,87.30,75.3,86.60
2022-06-06 00:00:00.000,90.90,86.88,87.30,75.9,83.50
2022-06-13 00:00:00.000,89.70,86.98,87.70,75.3,84.00
2022-06-20 00:00:00.000,88.20,86.91,87.70,79.2,89.80
2022-06-27 00:00:00.000,86.50,86.87,87.30,73.4,84.90
2022-07-04 00:00:00.000,89.20,86.86,87.30,79.7,89.30
2022-07-11 00:00:00.000,89.80,86.82,87.30,78.2,87.00
2022-07-18 00:00:00.000,87.90,86.82,87.30,74.1,84.20
2022-07-25 00:00:00.000,91.20,86.87,87.30,81.1,88.90
2022-08-01 00:00:00.000,87.80,86.92,87.70,73.0,83.20
2022-08-08 00:00:00.000,75.60,86.62,87.30,60.5,80.00
2022-08-13 00:00:00.000,85.70,86.52,87.30,71.6,83.50
2022-08-22 00:00:00.000,90.70,86.61,87.30,73.6,81.20
2022-08-21 00:00:00.000,89.70,86.58,87.30,72.9,81.20
2022-08-23 00:00:00.000,87.20,86.70,87.30,73.3,84.10
2022-08-29 00:00:00.000,85.40,86.67,87.30,69.3,81.10
2022-09-05 00:00:00.000,88.60,86.88,87.70,76.6,86.50
2022-09-12 00:00:00.000,90.30,86.85,87.70,72.8,80.60
2022-09-19 00:00:00.000,85.60,86.73,87.30,69.1,80.70
2022-09-26 00:00:00.000,86.60,86.66,87.20,73.1,84.40
2022-10-03 00:00:00.000,88.70,86.63,87.20,69.3,78.10
2022-10-10 00:00:00.000,80.40,86.53,87.20,66.4,82.60
2022-10-17 00:00:00.000,85.80,86.48,87.20,69.1,80.50
2022-10-24 00:00:00.000,87.60,86.42,87.20,69.4,79.20
2022-10-21 00:00:00.000,0.00,84.73,87.00,0.0,0.00
2022-10-24 00:00:00.000,0.00,83.04,86.90,0.0,0.00
2022-10-27 00:00:00.000,80.10,82.87,86.90,66.7,83.30
2022-10-31 00:00:00.000,79.40,82.68,86.90,65.6,82.60
2022-11-07 00:00:00.000,87.10,82.73,86.90,70.6,81.10
2022-11-08 00:00:00.000,86.00,82.77,86.90,71.9,83.60
2022-11-14 00:00:00.000,86.90,82.83,86.90,67.2,77.30
2022-11-21 00:00:00.000,88.80,82.82,86.90,74.3,83.60
2022-11-28 00:00:00.000,85.20,82.80,86.90,68.5,80.40
2022-12-05 00:00:00.000,88.00,82.98,86.90,69.5,79.00
2022-12-12 00:00:00.000,87.20,83.04,87.00,73.0,83.70
2022-12-19 00:00:00.000,91.40,83.12,87.10,74.2,81.30
2022-12-26 00:00:00.000,89.60,83.16,87.10,74.8,83.40
2023-01-09 00:00:00.000,84.60,83.11,87.00,69.8,82.60
2023-01-16 00:00:00.000,87.30,83.14,87.10,71.3,81.70
2023-01-23 00:00:00.000,87.50,83.18,87.20,74.9,85.60
2023-01-30 00:00:00.000,89.10,83.31,87.20,71.7,80.50
2023-02-06 00:00:00.000,88.30,83.51,87.20,70.8,80.20
2023-02-13 00:00:00.000,86.60,83.48,87.20,73.6,85.00
2023-02-20 00:00:00.000,0.00,81.79,87.20,0.0,0.00
2023-02-24 00:00:00.000,84.70,81.75,87.20,70.1,82.80
2023-03-01 00:00:00.000,85.70,82.03,87.20,75.3,87.90
2023-03-06 00:00:00.000,89.00,82.06,87.20,72.6,81.50
2023-03-13 00:00:00.000,87.60,82.06,87.20,69.4,79.20
2023-03-17 00:00:00.000,85.10,82.08,87.20,70.0,82.20
2023-03-27 00:00:00.000,82.50,81.96,87.10,71.8,87.00
2023-04-03 00:00:00.000,88.40,81.99,87.20,71.5,80.90
2023-04-10 00:00:00.000,84.00,81.93,87.20,72.5,86.30
2023-04-17 00:00:00.000,83.40,81.88,87.20,68.8,82.50
2023-04-24 00:00:00.000,87.80,81.89,87.20,71.5,81.40
2023-04-24 00:00:00.000,88.60,81.85,87.20,72.2,81.40
2023-04-25 00:00:00.000,88.60,81.83,87.20,73.4,82.90
2023-05-01 00:00:00.000,84.50,81.76,87.20,72.6,86.00
2023-05-08 00:00:00.000,91.00,81.85,87.20,74.7,82.00
2023-05-11 00:00:00.000,89.40,81.85,87.20,76.3,85.40
2023-05-15 00:00:00.000,87.80,81.81,87.20,76.1,86.70
2023-05-18 00:00:00.000,70.80,81.49,87.20,59.1,83.40
2023-05-22 00:00:00.000,86.30,81.40,87.10,73.5,85.10
2023-05-29 00:00:00.000,90.60,81.45,87.10,77.2,85.20
2023-06-05 00:00:00.000,82.40,81.58,87.10,71.2,86.30
2023-06-12 00:00:00.000,89.60,81.65,87.20,81.3,90.70
2023-06-19 00:00:00.000,87.00,81.58,87.10,75.7,87.00
2023-06-26 00:00:00.000,87.90,81.55,87.10,78.7,89.50
2023-07-03 00:00:00.000,84.40,81.49,87.00,73.9,87.60
2023-07-10 00:00:00.000,90.70,81.59,87.10,75.2,82.90
2023-07-17 00:00:00.000,89.90,81.62,87.10,79.9,88.80
2023-07-24 00:00:00.000,90.80,81.63,87.10,75.3,82.90
2023-07-31 00:00:00.000,89.90,81.71,87.20,73.4,81.70
2023-08-07 00:00:00.000,90.30,81.78,87.30,79.0,87.50
2023-08-14 00:00:00.000,88.40,81.77,87.30,72.6,82.10
2023-08-21 00:00:00.000,90.30,81.96,87.50,73.5,81.40
2023-08-28 00:00:00.000,87.40,81.99,87.50,76.3,87.30
2023-09-04 00:00:00.000,86.00,81.96,87.40,68.7,79.90
2023-09-11 00:00:00.000,90.60,83.67,87.50,72.5,80.10
2023-09-11 00:00:00.000,88.80,85.35,87.60,71.1,80.10
2023-09-18 00:00:00.000,90.10,85.53,87.80,78.3,86.80
2023-09-25 00:00:00.000,87.50,85.69,87.80,68.5,78.30
2023-10-02 00:00:00.000,86.60,85.68,87.80,71.6,82.70
2023-10-01 00:00:00.000,83.60,85.63,87.80,70.2,84.00
2023-10-09 00:00:00.000,82.40,85.55,87.80,66.4,80.60
2023-10-16 00:00:00.000,85.70,85.49,87.60,66.2,77.30
2023-10-23 00:00:00.000,82.40,85.44,87.60,68.3,83.00
2023-10-28 00:00:00.000,82.00,85.32,87.50,66.3,80.90
2023-11-06 00:00:00.000,85.00,85.28,87.50,66.5,78.20
2023-11-07 00:00:00.000,83.90,85.14,87.50,69.4,82.70
2023-11-13 00:00:00.000,88.50,85.12,87.50,72.6,82.10
2023-11-20 00:00:00.000,87.20,85.17,87.50,69.4,79.70
2023-11-27 00:00:00.000,87.10,85.16,87.50,67.3,77.20
2023-12-04 00:00:00.000,84.80,85.11,87.40,71.8,84.70
2023-12-11 00:00:00.000,85.20,85.04,87.20,69.8,81.90
2023-12-18 00:00:00.000,82.60,84.93,87.10,66.2,80.10
2023-12-25 00:00:00.000,86.00,84.92,87.10,72.0,83.80
2023-12-25 00:00:00.000,85.50,86.53,87.10,71.6,83.80
2024-01-08 00:00:00.000,87.60,86.59,87.20,68.8,78.60
2024-01-15 00:00:00.000,85.80,86.59,87.20,73.1,85.10
2024-01-22 00:00:00.000,85.60,86.53,87.10,67.4,78.70
2024-01-23 00:00:00.000,81.70,86.42,87.00,66.2,81.10
2024-01-26 00:00:00.000,71.50,86.16,87.00,55.5,77.60
2024-01-29 00:00:00.000,81.10,86.13,87.00,63.8,78.60
2024-02-05 00:00:00.000,83.60,86.04,86.60,71.8,85.90
2024-02-07 00:00:00.000,83.70,86.04,86.60,67.7,80.80
2024-02-12 00:00:00.000,84.00,86.05,86.60,66.5,79.10
2024-02-11 00:00:00.000,82.20,85.94,86.30,67.0,81.50
2024-02-19 00:00:00.000,85.80,85.89,86.00,72.0,83.90
2024-02-26 00:00:00.000,87.80,85.87,86.00,72.1,82.10
2024-03-04 00:00:00.000,85.50,85.89,86.00,68.9,80.60
2024-03-06 00:00:00.000,83.20,85.75,86.00,68.4,82.20
2024-03-11 00:00:00.000,87.10,85.70,86.00,74.3,85.30
